route_long_name,route_type,route_text_color,route_color,agency_id,route_id,route_url,route_desc,route_short_name,bus_subtype,static_stop_count,has_shape,total_records,unique_vehicles,days_active,activity_rank,is_critical
Coquitlam Central Station/Princeton,3,,,TL,30584,https://translink.ca/schedules-and-maps/route/191/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=191,,191,Regular Bus,39,True,0,0,0,221,False
Capitol Hill/Hastings @ Gilmore,3,,,TL,7322,https://translink.ca/schedules-and-maps/route/132/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=132,,132,Regular Bus,28,True,0,0,0,222,False
140 Street,3,,,TL,6708,https://translink.ca/schedules-and-maps/route/325/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=325,,325,Regular Bus,54,True,0,0,0,223,False
Coquitlam Central Station/Haney Place/Maple Ridge E,3,,,TL,6749,https://translink.ca/schedules-and-maps/route/701/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=701,,701,Regular Bus,117,True,0,0,0,224,False
Metrotown Station/Brighouse Station,3,,,TL,6730,https://translink.ca/schedules-and-maps/route/430/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=430,,430,Regular Bus,47,True,0,0,0,225,False
UBC Exchange/Wesbrook Village,3,,,TL,33538,https://translink.ca/schedules-and-maps/route/68/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=68,,068,Regular Bus,21,True,0,0,0,226,False
Hastings St,3,,,TL,6838,https://translink.ca/schedules-and-maps/route/N35/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N35,,N35,NightBus,95,True,0,0,0,227,False
4th Avenue Express,3,,,TL,6638,https://translink.ca/schedules-and-maps/route/84/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=84,,084,Express,39,True,0,0,0,228,False
Langley Centre/Surrey Central Station,3,,,TL,6737,https://translink.ca/schedules-and-maps/route/501/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=501,,501,Express,84,True,0,0,0,229,False
Walnut Grove/Surrey Central Station,3,,,TL,6739,https://translink.ca/schedules-and-maps/route/509/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=509,,509,Express,107,True,0,0,0,230,False
Meadowtown/Fraser Way,3,,,TL,34540,https://translink.ca/schedules-and-maps/route/719/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=719,,719,Regular Bus,22,True,0,0,0,231,False
Meadowtown/Bonson,3,,,TL,34541,https://translink.ca/schedules-and-maps/route/722/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=722,,722,Regular Bus,45,True,0,0,0,232,False
UBC Exchange/Downtown Express,3,,,TL,6635,https://translink.ca/schedules-and-maps/route/44/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=44,,044,Express,29,True,0,0,0,233,False
41st Avenue,3,,,TL,6633,https://translink.ca/schedules-and-maps/route/41/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=41,,041,Regular Bus,98,True,0,0,0,234,False
Kingswood/22nd St Station,3,,,TL,9745,https://translink.ca/schedules-and-maps/route/418/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=418,,418,Regular Bus,32,True,0,0,0,235,False
Waterfront Station/False Creek South,3,,,TL,6637,https://translink.ca/schedules-and-maps/route/50/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=50,,050,Regular Bus,50,True,0,0,0,236,False
Guildford/Surrey Central Station,3,,,TL,6709,https://translink.ca/schedules-and-maps/route/326/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=326,,326,Regular Bus,68,True,0,0,0,237,False
Willingdon Express,3,,,TL,39305,https://translink.ca/schedules-and-maps/route/222/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=222,,222,Express,16,True,0,0,0,238,False
Bridgeport Station/Beach Grove,3,,,TL,6743,https://translink.ca/schedules-and-maps/route/603/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=603,,603,Regular Bus,46,True,0,0,0,239,False
Coquitlam Central Station/White Pine Beach,3,,,TL,7509,https://translink.ca/schedules-and-maps/route/150/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=150,,150,Regular Bus,43,True,0,0,0,240,False
