service_date,collection_timestamp,api_vehicle_timestamp,vehicle_id,route_id,trip_id,direction_id,shape_id,latitude,longitude,approx_shape_dist_traveled,nearest_shape_sequence,projection_error_m
2026-05-23 00:00:00,2026-05-23 05:50:23.366841-07,2026-05-23 05:49:48-07,19026,6641,14925994,1,312529,49.26373291015625,-123.14054870605469,8.5982,129,37.07219821533914
2026-05-23 00:00:00,2026-05-23 05:50:23.366841-07,2026-05-23 05:49:48-07,23002,6641,14925995,1,312529,49.262298583984375,-123.06269836425781,2.8396,59,48.6895912867134
2026-05-23 00:00:00,2026-05-23 05:50:53.865376-07,2026-05-23 05:50:17-07,19026,6641,14925994,1,312529,49.26371765136719,-123.14350128173828,8.7721,131,8.854713801817592
2026-05-23 00:00:00,2026-05-23 05:50:53.865376-07,2026-05-23 05:50:17-07,23002,6641,14925995,1,312529,49.262367248535156,-123.06566619873047,3.1238,63,18.25408505549147
2026-05-23 00:00:00,2026-05-23 05:51:24.401835-07,2026-05-23 05:50:49-07,19026,6641,14925994,1,312529,49.26374816894531,-123.14541625976562,8.9427,132,25.252608767176113
2026-05-23 00:00:00,2026-05-23 05:51:24.401835-07,2026-05-23 05:51:02-07,23002,6641,14925995,1,312529,49.26238250732422,-123.06901550292969,3.3463,70,8.335033993725817
2026-05-23 00:00:00,2026-05-23 05:51:54.922407-07,2026-05-23 05:51:18-07,19026,6641,14925994,1,312529,49.26376724243164,-123.14678192138672,8.9427,132,74.72474808238417
2026-05-23 00:00:00,2026-05-23 05:51:54.922407-07,2026-05-23 05:51:32-07,23002,6641,14925995,1,312529,49.26238250732422,-123.07105255126953,3.5523,74,53.476308181900365
2026-05-23 00:00:00,2026-05-23 05:52:25.577617-07,2026-05-23 05:51:47-07,19026,6641,14925994,1,312529,49.26369857788086,-123.149169921875,9.1164,133,74.74561477014187
2026-05-23 00:00:00,2026-05-23 05:52:25.577617-07,2026-05-23 05:52:02-07,23002,6641,14925995,1,312529,49.26246643066406,-123.07666778564453,3.9118,78,9.890952136675605
2026-05-23 00:00:00,2026-05-23 05:52:56.130298-07,2026-05-23 05:52:21-07,19026,6641,14925994,1,312529,49.26376724243164,-123.15198516845703,9.4226,136,26.63137952566337
2026-05-23 00:00:00,2026-05-23 05:52:56.130298-07,2026-05-23 05:52:34-07,23002,6641,14925995,1,312529,49.26246643066406,-123.0772705078125,3.9667,79,17.308783303661816
2026-05-23 00:00:00,2026-05-23 05:53:26.665806-07,2026-05-23 05:53:10-07,19026,6641,14925994,1,312529,49.26390075683594,-123.15470123291016,9.6376,139,43.600564865262996
2026-05-23 00:00:00,2026-05-23 05:53:26.665806-07,2026-05-23 05:53:08-07,23002,6641,14925995,1,312529,49.262451171875,-123.07891845703125,3.9771,80,94.22751857626882
2026-05-23 00:00:00,2026-05-23 05:53:57.178724-07,2026-05-23 05:53:38-07,19026,6641,14925994,1,312529,49.263999938964844,-123.15983581542969,9.9808,141,14.481876036642392
2026-05-23 00:00:00,2026-05-23 05:53:57.178724-07,2026-05-23 05:53:38-07,23002,6641,14925995,1,312529,49.26246643066406,-123.08418273925781,4.3919,83,62.523747509755
2026-05-23 00:00:00,2026-05-23 05:54:27.836573-07,2026-05-23 05:54:09-07,19026,6641,14925994,1,312529,49.264068603515625,-123.16515350341797,10.3177,143,37.45982398247964
2026-05-23 00:00:00,2026-05-23 05:54:27.836573-07,2026-05-23 05:54:08-07,23002,6641,14925995,1,312529,49.262550354003906,-123.08885192871094,4.8151,86,21.902211089454017
2026-05-23 00:00:00,2026-05-23 05:54:58.336518-07,2026-05-23 05:54:37-07,19026,6641,14925994,1,312529,49.26413345336914,-123.16798400878906,10.574,145,14.08586966479066
2026-05-23 00:00:00,2026-05-23 05:54:58.336518-07,2026-05-23 05:54:37-07,23002,6641,14925995,1,312529,49.26256561279297,-123.09004974365234,4.8151,86,67.02647069589152
2026-05-23 00:00:00,2026-05-23 05:55:28.887673-07,2026-05-23 05:54:46-07,19026,6641,14925994,1,312529,49.2641487121582,-123.16871643066406,10.574,145,41.09272571947581
2026-05-23 00:00:00,2026-05-23 05:55:28.887673-07,2026-05-23 05:54:44-07,23002,6641,14925995,1,312529,49.262550354003906,-123.0902328491211,4.954,87,59.24264099651661
2026-05-23 00:00:00,2026-05-23 05:55:59.376193-07,2026-05-23 05:55:17-07,19026,6641,14925994,1,312529,49.264183044433594,-123.17386627197266,10.9987,149,9.250561677854636
2026-05-23 00:00:00,2026-05-23 05:55:59.376193-07,2026-05-23 05:55:17-07,23002,6641,14925995,1,312529,49.26256561279297,-123.09523010253906,5.2386,91,20.76524818151624
2026-05-23 00:00:00,2026-05-23 05:56:30.103953-07,2026-05-23 05:55:46-07,19026,6641,14925994,1,312529,49.2642822265625,-123.17906951904297,11.4235,153,54.91191071537399
2026-05-23 00:00:00,2026-05-23 05:56:30.103953-07,2026-05-23 05:55:52-07,23002,6641,14925995,1,312529,49.262882232666016,-123.09774780273438,5.3928,95,54.05030710144186
2026-05-23 00:00:00,2026-05-23 05:57:00.635863-07,2026-05-23 05:56:37-07,16222,6641,14925996,1,312529,49.26523208618164,-123.0253677368164,0.0428,2,10.813201966352079
2026-05-23 00:00:00,2026-05-23 05:57:00.635863-07,2026-05-23 05:56:17-07,19026,6641,14925994,1,312529,49.26435089111328,-123.18437957763672,11.7118,156,43.17579179256707
2026-05-23 00:00:00,2026-05-23 05:57:00.635863-07,2026-05-23 05:56:23-07,23002,6641,14925995,1,312529,49.262916564941406,-123.10071563720703,5.675,101,12.543641878569705
2026-05-23 00:00:00,2026-05-23 05:57:31.22844-07,2026-05-23 05:57:09-07,16222,6641,14925996,1,312529,49.26525115966797,-123.0253677368164,0.0428,2,12.63600521654303
2026-05-23 00:00:00,2026-05-23 05:57:31.22844-07,2026-05-23 05:57:16-07,19026,6641,14925994,1,312529,49.263648986816406,-123.1859359741211,11.9632,159,18.881434436566344
2026-05-23 00:00:00,2026-05-23 05:57:31.22844-07,2026-05-23 05:57:23-07,23002,6641,14925995,1,312529,49.263084411621094,-123.1046142578125,5.9664,105,21.148865372527652
2026-05-23 00:00:00,2026-05-23 05:58:01.744602-07,2026-05-23 05:57:39-07,16222,6641,14925996,1,312529,49.26523208618164,-123.0253677368164,0.0428,2,10.813201966352079
2026-05-23 00:00:00,2026-05-23 05:58:01.744602-07,2026-05-23 05:57:34-07,19026,6641,14925994,1,312529,49.26351547241211,-123.18689727783203,12.1027,160,66.54928588019615
