route_id,route_short_name,route_long_name,route_type,direction_id,shape_id,route_segment_km,bunching_events,severe_events,high_events,moderate_events,avg_gap_km,median_gap_km,closest_gap_km,vehicles_involved,active_timestamps
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,24.5,2,0,0,2,0.377,0.377,0.354,1,2
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,14.0,2,0,2,0,0.17,0.17,0.141,1,2
6641,099,Broadway B-Line,B-Line,1,312530,9.5,2,0,1,1,0.334,0.334,0.228,2,2
6641,099,Broadway B-Line,B-Line,0,312527,0.5,2,0,1,1,0.239,0.239,0.117,2,2
6738,502,Fraser Hwy,Express / Regional,0,317228,2.5,2,0,0,2,0.418,0.418,0.385,1,2
37810,R4,41st Avenue,RapidBus,0,313452,2.5,2,2,0,0,0.016,0.016,0.012,2,2
6627,025,King Edward,Regular Bus,0,312450,11.0,2,0,0,2,0.391,0.391,0.285,1,2
16718,014,Hastings/UBC Exchange,Regular Bus,1,312348,2.5,2,2,0,0,0.091,0.091,0.087,1,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,14.0,2,0,0,2,0.407,0.407,0.339,2,2
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,15.0,2,0,1,1,0.247,0.247,0.161,1,2
6705,321,King George Blvd,Regular Bus,0,312945,11.0,2,1,1,0,0.102,0.102,0.078,1,2
6627,025,King Edward,Regular Bus,0,312450,8.0,2,0,0,2,0.313,0.313,0.264,1,2
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,14.5,2,0,2,0,0.143,0.143,0.143,1,2
6705,321,King George Blvd,Regular Bus,0,312945,7.0,2,1,1,0,0.165,0.165,0.099,2,2
37810,R4,41st Avenue,RapidBus,0,313452,5.5,2,0,0,2,0.442,0.442,0.435,2,2
6636,049,49th Avenue,Regular Bus,1,312507,5.5,2,0,0,2,0.443,0.443,0.395,1,2
6636,049,49th Avenue,Regular Bus,1,312507,15.0,2,0,1,1,0.312,0.312,0.217,1,2
6627,025,King Edward,Regular Bus,0,312450,6.5,2,0,0,2,0.422,0.422,0.417,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,8.5,2,0,0,2,0.375,0.375,0.318,1,2
6642,100,Marine Drive,Regular Bus,1,312538,6.0,2,0,0,2,0.373,0.373,0.373,2,2
6738,502,Fraser Hwy,Express / Regional,0,317228,16.0,2,0,1,1,0.291,0.291,0.201,1,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,1.5,2,2,0,0,0.054,0.054,0.018,2,2
37807,R5,Hastings St,RapidBus,1,313460,13.0,2,0,2,0,0.19,0.19,0.143,2,2
6705,321,King George Blvd,Regular Bus,0,312945,6.0,2,2,0,0,0.097,0.097,0.097,1,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,2.5,2,1,0,1,0.238,0.238,0.063,1,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,2.0,2,0,0,2,0.376,0.376,0.291,2,2
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,0.5,2,0,0,2,0.455,0.455,0.427,2,2
6627,025,King Edward,Regular Bus,1,312455,12.5,2,0,2,0,0.189,0.189,0.175,1,2
6627,025,King Edward,Regular Bus,0,312450,7.5,2,1,0,1,0.206,0.206,0.051,1,2
6641,099,Broadway B-Line,B-Line,1,312530,6.5,2,0,0,2,0.342,0.342,0.342,2,2
6642,100,Marine Drive,Regular Bus,0,312532,9.0,2,2,0,0,0.077,0.077,0.076,2,2
6705,321,King George Blvd,Regular Bus,0,312945,11.5,2,2,0,0,0.07,0.07,0.066,1,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,12.0,2,0,1,1,0.308,0.308,0.15,1,2
6619,009,Broadway,Regular Bus,0,312285,1.5,2,0,1,1,0.255,0.255,0.162,1,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,14.5,2,0,0,2,0.302,0.302,0.302,2,2
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,14.5,2,0,0,2,0.391,0.391,0.29,2,2
6642,100,Marine Drive,Regular Bus,1,312538,15.0,2,0,0,2,0.428,0.428,0.379,1,2
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,1.0,2,0,0,2,0.352,0.352,0.27,1,2
6738,502,Fraser Hwy,Express / Regional,0,317228,16.5,2,0,1,1,0.29,0.29,0.188,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,10.0,2,0,0,2,0.415,0.415,0.358,1,2
6627,025,King Edward,Regular Bus,1,312455,14.0,2,0,2,0,0.213,0.213,0.196,1,2
6619,009,Broadway,Regular Bus,0,312285,11.0,2,2,0,0,0.045,0.045,0.02,2,2
37810,R4,41st Avenue,RapidBus,0,313452,10.0,2,2,0,0,0.054,0.054,0.047,2,2
37810,R4,41st Avenue,RapidBus,1,313453,13.0,2,1,0,1,0.144,0.144,0.0,2,2
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,7.0,2,2,0,0,0.0,0.0,0.0,1,2
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,3.5,2,0,0,2,0.444,0.444,0.422,2,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,13.5,2,0,2,0,0.213,0.213,0.179,1,2
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,11.5,2,1,1,0,0.098,0.098,0.014,1,2
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,0.5,2,0,0,2,0.303,0.303,0.303,1,2
6627,025,King Edward,Regular Bus,1,312455,22.5,2,0,1,1,0.205,0.205,0.159,1,2
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,8.0,2,0,1,1,0.267,0.267,0.227,1,2
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,0.5,2,0,0,2,0.341,0.341,0.315,1,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,11.0,2,0,0,2,0.372,0.372,0.331,2,2
6627,025,King Edward,Regular Bus,0,312450,4.5,2,2,0,0,0.021,0.021,0.0,2,2
6625,020,Victoria,Regular Bus,0,312419,0.5,2,0,0,2,0.298,0.298,0.251,1,2
6625,020,Victoria,Regular Bus,0,312419,3.0,2,1,1,0,0.117,0.117,0.072,2,2
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,6.0,2,0,1,1,0.212,0.212,0.154,2,2
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,2.5,2,0,0,2,0.435,0.435,0.435,1,2
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,6.5,2,1,0,1,0.18,0.18,0.0,1,2
6705,321,King George Blvd,Regular Bus,1,312952,16.5,2,0,0,2,0.398,0.398,0.32,1,2
6641,099,Broadway B-Line,B-Line,1,312530,12.0,2,0,0,2,0.308,0.308,0.291,2,2
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,19.0,2,0,1,1,0.281,0.281,0.217,2,2
6636,049,49th Avenue,Regular Bus,1,312507,8.0,2,1,0,1,0.186,0.186,0.074,1,2
6625,020,Victoria,Regular Bus,1,312428,0.5,2,0,0,2,0.263,0.263,0.263,1,2
6627,025,King Edward,Regular Bus,1,312455,14.5,2,1,1,0,0.128,0.128,0.037,2,2
6642,100,Marine Drive,Regular Bus,1,312538,13.0,1,0,0,1,0.305,0.305,0.305,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,14.5,1,0,0,1,0.358,0.358,0.358,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,10.5,1,0,1,0,0.106,0.106,0.106,1,1
6642,100,Marine Drive,Regular Bus,1,312538,5.0,1,0,0,1,0.421,0.421,0.421,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,3.0,1,1,0,0,0.003,0.003,0.003,1,1
23384,503,Fraser Hwy Express,Express / Regional,1,313175,17.5,1,0,0,1,0.278,0.278,0.278,1,1
23384,503,Fraser Hwy Express,Express / Regional,1,313175,18.0,1,0,0,1,0.484,0.484,0.484,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,1.5,1,0,0,1,0.496,0.496,0.496,1,1
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,7.5,1,0,0,1,0.413,0.413,0.413,1,1
16718,014,Hastings/UBC Exchange,Regular Bus,0,312335,9.0,1,0,0,1,0.472,0.472,0.472,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,6.5,1,0,0,1,0.425,0.425,0.425,1,1
6636,049,49th Avenue,Regular Bus,1,312507,14.0,1,0,0,1,0.462,0.462,0.462,1,1
6705,321,King George Blvd,Regular Bus,1,312952,18.0,1,0,1,0,0.244,0.244,0.244,1,1
6705,321,King George Blvd,Regular Bus,1,312952,17.0,1,0,0,1,0.468,0.468,0.468,1,1
6624,019,Kingsway,Regular Bus,0,312397,3.5,1,0,0,1,0.488,0.488,0.488,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,11.5,1,1,0,0,0.009,0.009,0.009,1,1
6627,025,King Edward,Regular Bus,1,312455,7.0,1,0,0,1,0.427,0.427,0.427,1,1
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,16.5,1,0,1,0,0.131,0.131,0.131,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,7.0,1,0,0,1,0.302,0.302,0.302,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,1.5,1,0,0,1,0.386,0.386,0.386,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,8.5,1,0,1,0,0.137,0.137,0.137,1,1
6624,019,Kingsway,Regular Bus,0,312405,2.5,1,0,1,0,0.103,0.103,0.103,1,1
37807,R5,Hastings St,RapidBus,1,313460,14.5,1,0,0,1,0.404,0.404,0.404,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,6.5,1,0,0,1,0.362,0.362,0.362,1,1
37810,R4,41st Avenue,RapidBus,0,313452,18.0,1,0,1,0,0.191,0.191,0.191,1,1
6627,025,King Edward,Regular Bus,1,312455,1.5,1,0,0,1,0.454,0.454,0.454,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,4.0,1,0,1,0,0.17,0.17,0.17,1,1
6636,049,49th Avenue,Regular Bus,1,312507,13.0,1,0,0,1,0.377,0.377,0.377,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,15.5,1,0,0,1,0.466,0.466,0.466,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,5.0,1,0,0,1,0.309,0.309,0.309,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,8.0,1,0,0,1,0.308,0.308,0.308,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,11.0,1,0,1,0,0.211,0.211,0.211,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,12.0,1,0,1,0,0.21,0.21,0.21,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,14.0,1,0,0,1,0.459,0.459,0.459,1,1
6636,049,49th Avenue,Regular Bus,0,312498,5.5,1,0,0,1,0.459,0.459,0.459,1,1
6642,100,Marine Drive,Regular Bus,1,312538,14.5,1,0,0,1,0.319,0.319,0.319,1,1
6705,321,King George Blvd,Regular Bus,0,312945,10.5,1,1,0,0,0.057,0.057,0.057,1,1
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,0,312836,7.5,1,0,0,1,0.347,0.347,0.347,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,22.0,1,0,0,1,0.394,0.394,0.394,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,7.5,1,0,0,1,0.427,0.427,0.427,1,1
6636,049,49th Avenue,Regular Bus,1,312507,16.5,1,0,0,1,0.458,0.458,0.458,1,1
6641,099,Broadway B-Line,B-Line,0,312527,3.0,1,0,0,1,0.445,0.445,0.445,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,3.5,1,0,0,1,0.358,0.358,0.358,1,1
6627,025,King Edward,Regular Bus,0,312450,0.5,1,0,0,1,0.292,0.292,0.292,1,1
6642,100,Marine Drive,Regular Bus,0,312532,5.0,1,0,0,1,0.466,0.466,0.466,1,1
6625,020,Victoria,Regular Bus,0,312419,10.5,1,0,1,0,0.185,0.185,0.185,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,20.0,1,0,0,1,0.418,0.418,0.418,1,1
6705,321,King George Blvd,Regular Bus,0,312945,18.5,1,0,0,1,0.445,0.445,0.445,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,4.5,1,0,0,1,0.47,0.47,0.47,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,14.5,1,0,1,0,0.166,0.166,0.166,1,1
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,0,312836,9.0,1,0,0,1,0.382,0.382,0.382,1,1
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,13.5,1,0,0,1,0.351,0.351,0.351,1,1
6705,321,King George Blvd,Regular Bus,0,312945,8.0,1,0,0,1,0.478,0.478,0.478,1,1
6627,025,King Edward,Regular Bus,0,312450,4.0,1,0,0,1,0.48,0.48,0.48,1,1
6627,025,King Edward,Regular Bus,0,312450,7.0,1,0,0,1,0.357,0.357,0.357,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,7.5,1,0,1,0,0.136,0.136,0.136,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,7.5,1,0,0,1,0.405,0.405,0.405,1,1
6619,009,Broadway,Regular Bus,1,312305,5.0,1,0,0,1,0.298,0.298,0.298,1,1
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,16.0,1,0,0,1,0.47,0.47,0.47,1,1
6627,025,King Edward,Regular Bus,1,312455,3.0,1,0,0,1,0.304,0.304,0.304,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,10.5,1,0,0,1,0.347,0.347,0.347,1,1
6627,025,King Edward,Regular Bus,1,312455,21.0,1,0,0,1,0.478,0.478,0.478,1,1
6642,100,Marine Drive,Regular Bus,1,312538,15.5,1,0,0,1,0.31,0.31,0.31,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,23.0,1,0,1,0,0.212,0.212,0.212,1,1
6705,321,King George Blvd,Regular Bus,1,312952,5.5,1,0,1,0,0.206,0.206,0.206,1,1
23384,503,Fraser Hwy Express,Express / Regional,1,313175,8.0,1,0,1,0,0.166,0.166,0.166,1,1
6625,020,Victoria,Regular Bus,0,312419,2.5,1,0,0,1,0.397,0.397,0.397,1,1
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,6.0,1,0,0,1,0.495,0.495,0.495,1,1
6705,321,King George Blvd,Regular Bus,0,312945,6.5,1,0,1,0,0.102,0.102,0.102,1,1
6625,020,Victoria,Regular Bus,0,312419,9.0,1,0,0,1,0.284,0.284,0.284,1,1
6636,049,49th Avenue,Regular Bus,1,312507,7.5,1,0,0,1,0.498,0.498,0.498,1,1
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,13.0,1,0,0,1,0.342,0.342,0.342,1,1
6705,321,King George Blvd,Regular Bus,1,312952,4.5,1,0,1,0,0.149,0.149,0.149,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,17.0,1,0,0,1,0.424,0.424,0.424,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,16.0,1,0,1,0,0.137,0.137,0.137,1,1
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,16.0,1,1,0,0,0.048,0.048,0.048,1,1
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312366,15.0,1,0,0,1,0.382,0.382,0.382,1,1
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,18.0,1,1,0,0,0.0,0.0,0.0,1,1
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,6.5,1,0,1,0,0.245,0.245,0.245,1,1
37807,R5,Hastings St,RapidBus,0,313454,4.5,1,0,0,1,0.333,0.333,0.333,1,1
6624,019,Kingsway,Regular Bus,0,312397,3.0,1,0,0,1,0.431,0.431,0.431,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,6.0,1,0,1,0,0.219,0.219,0.219,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,6.5,1,1,0,0,0.0,0.0,0.0,1,1
6705,321,King George Blvd,Regular Bus,1,312952,18.5,1,0,0,1,0.27,0.27,0.27,1,1
6705,321,King George Blvd,Regular Bus,1,312952,4.0,1,0,0,1,0.406,0.406,0.406,1,1
6705,321,King George Blvd,Regular Bus,0,312945,7.5,1,0,1,0,0.237,0.237,0.237,1,1
6705,321,King George Blvd,Regular Bus,0,312945,20.0,1,1,0,0,0.03,0.03,0.03,1,1
6625,020,Victoria,Regular Bus,0,312419,6.5,1,0,0,1,0.386,0.386,0.386,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,1.0,1,0,0,1,0.433,0.433,0.433,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,0.5,1,0,1,0,0.145,0.145,0.145,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,7.0,1,1,0,0,0.042,0.042,0.042,1,1
37807,R5,Hastings St,RapidBus,0,313454,5.0,1,0,0,1,0.386,0.386,0.386,1,1
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,3.0,1,0,0,1,0.354,0.354,0.354,1,1
6705,321,King George Blvd,Regular Bus,0,312945,12.5,1,0,0,1,0.468,0.468,0.468,1,1
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,4.5,1,0,0,1,0.495,0.495,0.495,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,14.0,1,1,0,0,0.036,0.036,0.036,1,1
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,15.5,1,1,0,0,0.075,0.075,0.075,1,1
6636,049,49th Avenue,Regular Bus,1,312507,19.0,1,1,0,0,0.039,0.039,0.039,1,1
6627,025,King Edward,Regular Bus,0,312450,9.0,1,0,1,0,0.146,0.146,0.146,1,1
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,10.0,1,0,0,1,0.487,0.487,0.487,1,1
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,0.5,1,0,0,1,0.419,0.419,0.419,1,1
6624,019,Kingsway,Regular Bus,1,312412,11.5,1,0,0,1,0.299,0.299,0.299,1,1
6624,019,Kingsway,Regular Bus,1,312413,1.5,1,1,0,0,0.086,0.086,0.086,1,1
6627,025,King Edward,Regular Bus,1,312455,20.5,1,0,0,1,0.474,0.474,0.474,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,12.5,1,1,0,0,0.048,0.048,0.048,1,1
6738,502,Fraser Hwy,Express / Regional,0,317228,11.5,1,0,1,0,0.196,0.196,0.196,1,1
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,7.5,1,1,0,0,0.078,0.078,0.078,1,1
37807,R5,Hastings St,RapidBus,1,313460,8.0,1,0,1,0,0.111,0.111,0.111,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,21.5,1,1,0,0,0.088,0.088,0.088,1,1
6627,025,King Edward,Regular Bus,0,312450,8.5,1,0,0,1,0.416,0.416,0.416,1,1
6625,020,Victoria,Regular Bus,0,312419,5.5,1,0,0,1,0.359,0.359,0.359,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,12.5,1,1,0,0,0.041,0.041,0.041,1,1
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,19.5,1,1,0,0,0.095,0.095,0.095,1,1
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,14.5,1,0,1,0,0.224,0.224,0.224,1,1
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,5.0,1,0,0,1,0.492,0.492,0.492,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,8.0,1,0,0,1,0.456,0.456,0.456,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,0.5,1,0,0,1,0.323,0.323,0.323,1,1
37810,R4,41st Avenue,RapidBus,0,313452,3.5,1,0,1,0,0.139,0.139,0.139,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,9.5,1,0,0,1,0.477,0.477,0.477,1,1
6636,049,49th Avenue,Regular Bus,1,312507,15.5,1,0,1,0,0.25,0.25,0.25,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,7.5,1,0,1,0,0.199,0.199,0.199,1,1
6642,100,Marine Drive,Regular Bus,1,312538,9.5,1,0,1,0,0.105,0.105,0.105,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,5.0,1,0,0,1,0.469,0.469,0.469,1,1
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,8.0,1,0,0,1,0.458,0.458,0.458,1,1
6625,020,Victoria,Regular Bus,0,312419,7.0,1,0,0,1,0.475,0.475,0.475,1,1
6636,049,49th Avenue,Regular Bus,1,312507,12.0,1,0,0,1,0.472,0.472,0.472,1,1
37807,R5,Hastings St,RapidBus,0,313454,6.5,1,0,0,1,0.343,0.343,0.343,1,1
6641,099,Broadway B-Line,B-Line,1,312530,11.0,1,1,0,0,0.089,0.089,0.089,1,1
6614,004,Powell/UBC Exchange,Regular Bus,0,312234,9.5,1,0,0,1,0.48,0.48,0.48,1,1
6625,020,Victoria,Regular Bus,0,312419,5.0,1,0,0,1,0.472,0.472,0.472,1,1
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,13.5,1,0,0,1,0.318,0.318,0.318,1,1
37810,R4,41st Avenue,RapidBus,1,313453,15.0,1,1,0,0,0.074,0.074,0.074,1,1
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,10.0,1,0,1,0,0.187,0.187,0.187,1,1
